4	2749.429	2808.275	2693.890
8	4799.4434	2722.696	2798.179	2721.748
8	4733.827	3420.288	3314.308
16	6170.517	3935.999	3277.246
32	6615.134	4262.846	3323.950
64	7630.040	4515.583	3495.830
128	7986.393	3961.989	3598.996
256	8500.774	4511.729	3538.031
512	9384.688	4148.493	3577.345
1024	9061.527	4108.003	3649.491
2048	9467.118	4187.679	3645.182
