4	2763.279	211.783	203.674
8	4742.720	220.979	212.100
16	6183.143	225.212	209.688
32	6649.079	224.244	214.327
64	7612.551	226.376	214.951
128	7990.499	225.023	217.141
256	8501.559	228.083	216.896
512	9426.021	228.990	216.962
1024	9061.524	229.103	217.007
2048	9478.145	230.027	217.370
