4	2666.487	1603.424	1514.531
8	4720.254	2083.377	1616.674
16	6163.606	2473.187	1653.698
32	6647.969	2803.651	1650.220
64	7590.609	3094.542	1675.321
128	7997.343	2920.369	1674.805
256	8470.397	3408.723	1684.888
512	9382.513	3135.887	1648.406
1024	9046.105	3203.375	1659.998
2048	9449.779	3247.840	1665.796
