16	1925.047	1888.475	1673.889	1615.045	2114.123	1917.769	2062.068
32	1920.720	1961.671	1708.752	1680.665	2332.348	1938.196	2280.750
64	1862.064	1878.240	1625.476	1672.793	2588.103	1869.646	2481.032
128	1765.416	1794.981	1585.015	1601.713	2639.227	1771.439	2596.522
256	1767.457	1785.557	1330.018	1327.346	2911.748	1787.710	2846.315
512	1672.327	1737.568	1256.964	1237.392	2828.024	1694.074	2870.576
1024	1344.998	1698.857	1110.207	1113.071	2750.145	1316.697	2912.159
2048	1236.875	1621.230	651.505	649.579	2837.931	1236.059	3033.322
4096	1408.866	1500.592	120.930	121.095	2931.308	1407.011	3201.112
